7-CLANS CASINO,050594601,MI,,,05,NTNCWS,340,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=050594601
7-CLANS HOTEL/WATER PARK AND CASINO,050594602,MN,,,05,NTNCWS,457,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=050594602
ADMINISTRATION BUILDING,050593608,MI,,,05,NTNCWS,50,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=050593608
APPLE ORCHARD,055294304,MN,,,05,CWS,74,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=055294304
BALL CLUB,055294201,MN,,,05,CWS,325,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=055294201
BALL CLUB COMMUNITY CENTER,050594202,MN,,,05,TNCWS,25,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=050594202
BALL CLUB HEAD START,050594209,MN,,,05,NTNCWS,99,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=050594209
BALL CLUB HEAD START,050594220,MN,,,05,NTNCWS,25,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=050594220
BALL CLUB NORTH,055294209,MN,,,05,CWS,45,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=055294209
BARABOO,055295014,WI,,,05,CWS,113,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=055295014
BARAGA,055293301,MI,,,05,CWS,100,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=055293301
BAY MILLS,055293101,MI,,,05,CWS,571,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=055293101
BAY MILLS - VANDERBILT,050593106,MI,,,05,TNCWS,306,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=050593106
BAY MILLS RESORT & CASINO,050593105,MI,,,05,NTNCWS,1978,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=050593105
BAY MILLS TRIBAL OFFICE,050593101,MI,,,05,NTNCWS,730,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=050593101
BELICH ADDITION (MAHNOMEN),055294801,MN,,,05,CWS,135,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=055294801
BENA,055294202,MN,,,05,CWS,60,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=055294202
BIG RICE LAKE,055294706,MN,,,05,CWS,60,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=055294706
BIINDIGEN,050593802,MI,,,05,TNCWS,110,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=050593802
BIRCH HILL,055295103,WI,,,05,CWS,301,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=055295103
BLACK BEAR CASINO,050594009,MN,,,05,NTNCWS,25,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=050594009
BLACKWELL COMMUNITY,055295207,WI,,,05,CWS,33,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=055295207
BRESSETTE HILL,055295804,,,,05,CWS,48,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=055295804
BUG O-NAY-GE-SHIG SCHOOL,050594204,MN,,,05,NTNCWS,520,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=050594204
