AGNES LEGGINS,083090049,MT,,,08,CWS,150,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090049
ALLEN WATER SYSTEM,084690481,SD,,,08,CWS,420,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690481
AMERICAN HORSE CREEK,084690023,SD,,,08,CWS,365,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690023
AMERICAN HORSE SCHOOL,084690466,SD,,,08,CWS,300,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690466
ANTELOPE(MISSION) WATER SYSTEM,084690506,SD,,,08,CWS,1500,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690506
ARAPAHOE COMM WATER SYSTEM,085690004,WY,,,08,CWS,3100,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=085690004
ARAPAHOE INDUSTRIAL PARK,085690008,WY,,,08,CWS,650,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=085690008
ARCADIA WATER SYSTEM,084990001,UT,,,08,CWS,0,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084990001
ARLEE,083090027,MT,,,08,CWS,90,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090027
ASHLAND COMMUNITY WATER SYSTEM,083090061,MT,,,08,CWS,265,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090061
ASSINIBOINE & SIOUX RURAL WATER SYSTEM,083090050,MT,,,08,CWS,1766,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090050
AZURE VS GW,083090071,MT,,,08,CWS,171,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090071
BABB WATER SYSTEM,083090001,MT,,,08,CWS,60,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090001
BAD NATION WATER SYSTEM,084690518,SD,,,08,CWS,40,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690518
BADLANDS RANCH RESORT,084690522,SD,,,08,TNCWS,100,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690522
BATESLAND HUD HOUSING,084690505,SD,,,08,CWS,50,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690505
BATESLAND SOUTH,084690486,SD,,,08,CWS,25,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690486
BEAR CREEK WATER SYSTEM,084690444,SD,,,08,CWS,65,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690444
BEDROCKBABB WATER SYSTEM,083090004,MT,,,08,CWS,120,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090004
BELCOURT WATER SYSTEM,083890004,ND,,,08,CWS,600,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083890004
BELCOURT-TURTLE MTN RURAL WATER SYSTEM,083890023,ND,,,08,CWS,13500,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083890023
BIG ARM WATER SYSTEM,083090309,MT,,,08,CWS,66,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090309
BIG BEND WATER SYSTEM,084690438,SD,,,08,CWS,80,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690438
BIRNEY VILLAGE,083090062,MT,,,08,CWS,96,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090062
BLACK TIGER BAY RV PARK,083890036,ND,,,08,TNCWS,110,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083890036
BLACKFEET COMMUNITY HOSPITAL,083090092,MT,,,08,NTNCWS,586,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090092
BLACKFEET DORM. WATER SYSTEM,083090002,MT,,,08,CWS,160,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090002
BLACKFOOT WATER SYSTEM,084690450,SD,,,08,CWS,94,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690450
BLACKFOOT WATER SYSTEM,083090003,MT,,,08,CWS,56,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090003
BLUE BAY CAMPGROUND,083090308,MT,,,08,TNCWS,402,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090308
BONANZA WATER SYSTEM,084990009,UT,,,08,NTNCWS,57,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084990009
BOULDER FLATS,085690005,WY,,,08,CWS,210,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=085690005
BOX ELDER (LOW RENT HOUSING),083090072,MT,,,08,CWS,166,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090072
BRENDLES BAY INC,083890033,ND,,,08,TNCWS,229,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083890033
BRIDGER WATER SYSTEM,084690448,SD,,,08,CWS,60,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690448
"BROCKTON, TOWN OF",083090057,MT,,,08,CWS,265,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090057
BULLHEAD SMALL GW,084690016,ND,,,08,CWS,1800,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690016
BULLHEAD WATER SYSTEM,084690508,ND,,,08,CWS,400,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690508
BUSBY COMMUNITY WATER SYSTEM,083090063,MT,,,08,CWS,535,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090063
CALICO WATER SYSTEM,084690476,SD,,,08,CWS,0,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690476
CANNONBALL SMALL SW,083890008,ND,,,08,CWS,2700,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083890008
CHERRY CREEK CHEYENNE RIV RES,084690500,SD,,,08,CWS,25,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690500
CHEWING BLACKBONES CAMPGROUND,083090094,MT,,,08,TNCWS,85,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090094
CHIEF MARTIN CHARLO HOMESITE,083090305,MT,,,08,CWS,52,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090305
CLARICE PAUL WATER SYSTEM,083090021,MT,,,08,CWS,35,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090021
CORN CREEK,084690492,SD,,,08,CWS,0,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690492
CORN CREEK WATER SYSTEM,084690519,SD,,,08,CWS,40,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690519
COURCHENE SPRING,083090073,MT,,,08,CWS,44,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090073
CRAZY HORSE SCHOOL,084690468,SD,,,08,NTNCWS,335,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690468
CROW AGENCY WATER SYSTEM,083090011,MT,,,08,CWS,1300,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090011
CROW CREEK SIOUX TRIBE WATER SYSTEM,084690439,SD,,,08,CWS,130,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690439
CROW CREEK TRIBAL SCHOOL,084690437,SD,,,08,CWS,516,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690437
CROW HILL LOW RENT,083890009,ND,,,08,CWS,51,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083890009
CROWHEART BIG WIND HALL,085690001,WY,,,08,TNCWS,35,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=085690001
CROWHEART STORE,085690017,WY,,,08,TNCWS,114,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=085690017
DAKOTA MAGIC CASINO,083890026,ND,,,08,CWS,2360,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083890026
DAYTON SCHOOL,083090302,MT,,,08,NTNCWS,50,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090302
DAYTON WATER SYSTEM,083090022,MT,,,08,CWS,25,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090022
DEEPWATER BAY MHP,083890034,,,,08,TNCWS,5,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083890034
DEVILS LAKE SIOUX TRIBE,083890013,ND,,,08,TNCWS,180,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083890013
DIXON (OLD AGENCY),083090023,MT,,,08,CWS,72,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090023
DIXON WATER SYSTEM,084690497,SD,,,08,CWS,22,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690497
"DIXON, TOWN OF",083090034,MT,,,08,CWS,216,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090034
DUNSEITH LOW RENT,083890014,ND,,,08,CWS,200,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083890014
DUNSEITH SCHOOL,083890005,ND,,,08,TNCWS,90,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083890005
EAGLE NEST HOMES,084690025,SD,,,08,CWS,195,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690025
EAGLEMAN COMMUNITY WATER,083090074,MT,,,08,CWS,400,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090074
EAST BAY SUBDIVISION,083090303,MT,,,08,TNCWS,37,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090303
EAST DUNSEITH HOUSING,083890022,ND,,,08,CWS,200,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083890022
ELMO WATER SYSTEM,083090024,MT,,,08,CWS,210,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090024
ENEMY SWIM WATER SYSTEM,084690460,SD,,,08,CWS,230,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690460
ETHETE WATER SYSTEM,085690002,WY,,,08,CWS,1950,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=085690002
EVARO WATER SYSTEM,083090025,MT,,,08,CWS,40,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090025
EVERGREEN WATER SYSTEM,084690477,SD,,,08,CWS,450,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690477
FINLEY HEIGHTS WATER SYSTEM,084690462,SD,,,08,CWS,60,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690462
FLANDREAU BIA SCHOOL,084690465,SD,,,08,CWS,347,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690465
FORT BELKNAP AGENCY WATER SYSTEM,083090041,MT,,,08,CWS,2400,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090041
FORT KIPP SUBDIVISION WATER SYSTEM,083090052,MT,,,08,CWS,221,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090052
FORT THOMPSON WATER SYSTEM,084690440,SD,,,08,CWS,1357,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690440
FORT WASHAKIE,085690003,WY,,,08,CWS,3200,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=085690003
FORT YATES WATER SYSTEM,083890007,ND,,,08,CWS,0,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083890007
FOUR BEARS WATER SYSTEM,083890015,ND,,,08,CWS,1000,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083890015
FOUR STAR BAR & RESTAURANT,083090039,MT,,,08,TNCWS,26,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090039
FOUR WINDS COMMUNITY SCHOOL,083890024,ND,,,08,CWS,700,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083890024
FRAZER WATER SYSTEM,083090053,MT,,,08,CWS,376,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090053
FT TOTTEN WATER SYSTEM,083890011,ND,,,08,CWS,1500,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083890011
GARRISON STOKER RESORT,083090017,MT,,,08,TNCWS,44,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090017
GLACIER LAKE SCHOOL,083090310,MT,,,08,NTNCWS,25,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090310
GRAND RIVER BAY SEASONAL,084690464,SD,,,08,TNCWS,150,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690464
GRAND RIVER CASINO AND RESORT,084690018,SD,,,08,NTNCWS,410,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690018
GRASS MOUNTAIN #3,084690527,SD,,,08,CWS,50,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690527
GRAY WOLF CASINO,083090301,MT,,,08,NTNCWS,223,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090301
GRAY WOLF VILLAGE,083090038,MT,,,08,CWS,32,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090038
GREENWOOD VILLAGE,084690537,,,,08,CWS,0,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690537
HAYS/WHITE COW CANYON WS,083090044,MT,,,08,CWS,840,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090044
HE DOG WATER SYSTEM,084690515,SD,,,08,CWS,100,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690515
HEART BUTTE SCHOOL,083090009,MT,,,08,CWS,250,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090009
HEART BUTTE WATER SYSTEM,083090005,MT,,,08,CWS,400,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090005
HEINERT`S TRAILER COURT,084690529,SD,,,08,CWS,100,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690529
HOMESTEAD INN ANNEX,083090055,MT,,,08,TNCWS,0,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090055
HORSESHOE BAR,083090056,MT,,,08,TNCWS,40,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090056
HOT SPRINGS COURT,083090312,MT,,,08,CWS,50,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090312
HOT SPRINGS TRAILER COURT,083090304,,,,08,CWS,0,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090304
HOULE VILLA WATER SYSTEM,083090026,MT,,,08,CWS,38,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090026
IDEAL WATER SYSTEM,084690495,SD,,,08,CWS,94,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690495
IGNACIO-SOUTHERN UTE RURAL WATER SYSTEM,080890001,CO,,,08,CWS,2300,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=080890001
"INTERMOUNTAIN OASIS, INC",083090307,MT,,,08,TNCWS,0,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090307
IRON LIGHTNING WATER SYSTEM,084690443,SD,,,08,CWS,26,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690443
ISLAND MOUNTAIN DEVELOPMENT GROUP,083090040,MT,,,08,NTNCWS,150,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090040
JOHNSON'S OF ST. MARY,083090093,MT,,,08,TNCWS,200,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=083090093
KANOSH WATER SYSTEM,084990006,UT,,,08,CWS,39,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084990006
KENEL WATER SYSTEM,084690507,SD,,,08,CWS,108,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690507
KENEL WATER SYSTEM,084690017,SD,,,08,CWS,196,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=084690017
