JICARILLA APACHE STONE LAKE,063501005,NM,,,06,TNCWS,45,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063501005
JICARILLA APACHE- DULCE SPRING,063500005,NM,,,06,TNCWS,2,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063500005
JICARILLA DULCE,063500006,NM,,,06,CWS,3064,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063500006
JICARILLA NUGGET CASINO,063500008,NM,,,06,NTNCWS,1050,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063500008
JICARILLA SOUTH WOODYARD,063500007,NM,,,06,CWS,25,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063500007
JONES ACADEMY,063006122,OK,,,06,CWS,235,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063006122
KICKAPOO CHILD WELFARE SYSTEM,062004175,OK,,,06,NTNCWS,25,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=062004175
KICKAPOO HOUSING AUTHORITY,062004176,,,,06,NTNCWS,25,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=062004176
KICKAPOO HOUSING COMPLEX,062004183,OK,,,06,CWS,384,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=062004183
KICKAPOO MULTI PURPOSE,062004173,OK,,,06,TNCWS,32,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=062004173
KICKAPOO NEW GAMING ENTERPRISE,062004193,OK,,,06,NTNCWS,1920,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=062004193
KICKAPOO PECAN FARM,061620002,TX,,,06,CWS,382,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=061620002
KICKAPOO TRADITIONAL TRIBE,061620001,TX,,,06,CWS,8872,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=061620001
LAGUNA ENCINAL,063501111,NM,,,06,CWS,236,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063501111
LAGUNA MAJOR'S RANCH,063505111,NM,,,06,TNCWS,30,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063505111
LAGUNA MT. TAYLOR RANCH,063504111,NM,,,06,TNCWS,50,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063504111
LAGUNA PAGUATE,063502111,NM,,,06,CWS,602,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063502111
LAGUNA VALLEY,063503111,NM,,,06,CWS,3760,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063503111
LDC LAGUNA PIT STOP,063507111,NM,,,06,TNCWS,80,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063507111
LDC LAGUNA RT 66 CASINO,063506111,NM,,,06,NTNCWS,8658,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063506111
LOS AMIGOS ROUNDUP,063505114,NM,,,06,TNCWS,100,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063505114
MESCALERO APACHE (HARLEY),063501008,NM,,,06,CWS,300,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063501008
MESCALERO APACHE (NORTH SPRING,063502008,NM,,,06,CWS,1000,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063502008
MESCALERO APACHE - CARRIZO,063503008,NM,,,06,CWS,300,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063503008
MESCALERO APACHE/COW CAMP NO. 1,063504233,NM,,,06,TNCWS,30,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063504233
MESCALERO BIA AGENCY,063505233,NM,,,06,CWS,263,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063505233
MESCALERO CARRIZO,063503233,NM,,,06,CWS,930,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063503233
MESCALERO COMMUNITY,063501233,NM,,,06,CWS,2113,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063501233
MESCALERO DARK CANYON,063504008,NM,,,06,CWS,25,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063504008
MESCALERO EAGLE CREEK,063508008,NM,,,06,TNCWS,503,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063508008
MESCALERO EIGHT CANYON,063507009,NM,,,06,CWS,320,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063507009
MESCALERO FENCE CANYON,063506233,NM,,,06,CWS,173,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063506233
MESCALERO FORESTRY COMPLEX,063502007,NM,,,06,NTNCWS,100,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063502007
MESCALERO GOAT SUMMIT,063503013,NM,,,06,CWS,780,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063503013
MESCALERO HARLEY,063507233,NM,,,06,CWS,80,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063507233
MESCALERO INN OF THE MT. GODS,063506008,NM,,,06,CWS,14542,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063506008
MESCALERO NOGAL CANYON,063509008,NM,,,06,CWS,30,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063509008
MESCALERO SILVER LAKE,063507008,NM,,,06,TNCWS,157,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063507008
MESCALERO WHITETAIL,063507011,NM,,,06,CWS,25,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063507011
MESCALERO WINDMILL,063502233,NM,,,06,CWS,750,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063502233
NAMBE FALLS RECREATION,063501119,NM,,,06,TNCWS,100,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063501119
NAMBE LAKES,063502119,NM,,,06,TNCWS,100,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063502119
NAMBE PUEBLO,063500119,NM,,,06,CWS,800,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063500119
NAMBE PUEBLO (LOWER WEST SYS.),063501112,NM,,,06,CWS,120,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063501112
NAMBE PUEBLO (UPPER EAST SYS.),063502112,NM,,,06,CWS,64,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063502112
NAMBE PUEBLO DEVELOPMENT  CORP.,063504119,NM,,,06,NTNCWS,975,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063504119
OHKAY CASINO AND RESORT,063503117,NM,,,06,NTNCWS,1525,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063503117
OHKAY OWINGEH,063501117,NM,,,06,CWS,2200,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063501117
OHKAY OWINGEH NEW YORK,063502117,NM,,,06,CWS,210,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063502117
PAWNEE TRIBAL COMPLEX,064026001,OK,,,06,CWS,485,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=064026001
PICURIS PUEBLO,063500113,NM,,,06,CWS,350,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063500113
POJOAQUE BUFFALO THUNDER RESORT,063506100,NM,,,06,NTNCWS,156,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063506100
POJOAQUE NORTH,063502100,NM,,,06,CWS,50,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063502100
POJOAQUE PUEBLO/CITIES OF GOLD CASINO,063505100,NM,,,06,NTNCWS,150,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063505100
POJOAQUE PUEBLO/PLAZA,063503100,NM,,,06,CWS,1200,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063503100
POJOAQUE SOUTH,063501100,NM,,,06,CWS,3644,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063501100
POJOAQUE TOWA CLUB HOUSE,063504100,NM,,,06,TNCWS,170,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063504100
POTTAWATOMIE CO. RWD #3 (DALE PLANT),061020808,OK,,,06,CWS,3692,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=061020808
QUAPAW DOWNSTREAM CASINO & RESORT,062005840,OK,,,06,NTNCWS,6000,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=062005840
QUAPAW INDUSTRIAL PARK,062005838,OK,,,06,NTNCWS,1775,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=062005838
SAC & FOX NATION,062004108,OK,,,06,CWS,479,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=062004108
SAN DIEGO MISSION,063501110,NM,,,06,NTNCWS,140,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063501110
SAN FELIPE BLACK MESA CASINO,063503115,NM,,,06,CWS,3710,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063503115
SAN FELIPE PUEBLO,063501160,NM,,,06,CWS,3291,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063501160
SAN FELIPE PUEBLO (EAST),063501115,NM,,,06,CWS,635,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063501115
SAN FELIPE PUEBLO (WEST),063502115,NM,,,06,CWS,672,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063502115
SAN ILDEFONSO PAJARITO,063501116,NM,,,06,CWS,350,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063501116
SAN ILDEFONSO PUEBLO,063500116,NM,,,06,CWS,608,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063500116
SAN ILDEFONSO TOTAVI,063502116,NM,,,06,TNCWS,700,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063502116
SANDIA LAKES,063504114,NM,,,06,TNCWS,305,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063504114
SANDIA PUEBLO,063500114,NM,,,06,CWS,497,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063500114
SANDIA PUEBLO BIEN MUR,063502114,NM,,,06,TNCWS,26,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063502114
SANDIA PUEBLO POLICE STATION,063501114,NM,,,06,TNCWS,26,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063501114
SANDIA RESORT & CASINO,063506114,NM,,,06,NTNCWS,15000,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063506114
SANDIA TIWA 66 ADOBE OUTPOST,063503114,NM,,,06,TNCWS,215,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063503114
SANTA ANA EASTSIDE,063504118,NM,,,06,CWS,600,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063504118
SANTA ANA GOLF COURSE,063502118,NM,,,06,NTNCWS,30,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063502118
SANTA ANA OLD VILLAGE,063505118,NM,,,06,TNCWS,600,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063505118
SANTA ANA PUEBLO/RANCHITOS,063500118,NM,,,06,CWS,450,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063500118
SANTA ANA TRAILER PARK,063501118,NM,,,06,CWS,275,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063501118
SANTA ANA WESTSIDE,063503118,NM,,,06,NTNCWS,10691,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063503118
SANTA CLARA BLACK MESA GOLF CLUB,063509166,NM,,,06,TNCWS,85,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063509166
SANTA CLARA LAKES,063500266,NM,,,06,NTNCWS,26,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063500266
SANTA CLARA PUEBLO,063503166,NM,,,06,TNCWS,5,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063503166
SANTA CLARA PUEBLO,063505166,NM,,,06,TNCWS,2,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063505166
SANTA CLARA PUEBLO,063501166,NM,,,06,TNCWS,4,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063501166
SANTA CLARA PUEBLO,063504166,NM,,,06,TNCWS,4,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063504166
SANTA CLARA PUEBLO,063500166,NM,,,06,CWS,2500,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063500166
SANTA CLARA PUEBLO,063507166,NM,,,06,TNCWS,2,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063507166
SANTA CLARA PUEBLO,063502166,NM,,,06,TNCWS,4,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063502166
SANTA CLARA PUYE CLIFFS,063508166,NM,,,06,TNCWS,150,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063508166
SANTA CLARA TRAVEL CENTER,063500167,NM,,,06,TNCWS,309,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063500167
SANTO DOMINGO NEW HOUSING,063501120,NM,,,06,CWS,445,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063501120
SANTO DOMINGO PUEBLO,063500120,NM,,,06,CWS,5455,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063500120
TAOS PUEBLO,063502191,NM,,,06,TNCWS,5,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063502191
TAOS PUEBLO,063500191,NM,,,06,CWS,2000,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063500191
TAOS PUEBLO BIA DAY SCHOOL,063501191,NM,,,06,TNCWS,20,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063501191
TESUQUE CAMEL ROCK CAMPGROUND,063505193,NM,,,06,TNCWS,25,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063505193
TESUQUE CAMEL ROCK CASINO,063501122,NM,,,06,NTNCWS,1250,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063501122
TESUQUE CASINO,063501133,NM,,,06,NTNCWS,1250,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063501133
TESUQUE FLEA MARKET,063507193,NM,,,06,NTNCWS,300,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063507193
TESUQUE INTERGENERATIONAL CENTER,063503122,NM,,,06,TNCWS,55,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063503122
TESUQUE MOBILE HOME COMMUNITY,063506193,NM,,,06,CWS,400,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063506193
TESUQUE PUEBLO,063500122,NM,,,06,CWS,550,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063500122
TESUQUE PUEBLO,063500193,NM,,,06,TNCWS,4,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063500193
TESUQUE PUEBLO BIA SCHOOL,063501193,NM,,,06,TNCWS,2,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063501193
TESUQUE TRIBAL ADMIN COMPLEX,063502122,NM,,,06,NTNCWS,40,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063502122
TUNICA-BILOXI TRIBE OF LA,061800001,NM,,,06,CWS,8103,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=061800001
"WENDELL CHINO, PRESIDENT",063505008,NM,,,06,CWS,100,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063505008
WHITE'S TRAILER PARK,063501125,NM,,,06,CWS,50,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063501125
WYANDOTTE NATION,062005883,OK,,,06,CWS,1180,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=062005883
ZIA CHAMISA,063501123,NM,,,06,CWS,180,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063501123
ZIA PUEBLO,063500123,NM,,,06,CWS,995,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063500123
ZUNI NEW BEGINNING PROGRAM,063503124,NM,,,06,TNCWS,26,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063503124
ZUNI PUEBLO,063501124,NM,,,06,CWS,10580,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063501124
ZUNI PUEBLO / BLACK ROCK HIS,063502124,NM,,,06,NTNCWS,1300,https://echo.epa.gov/detailed-facility-report?sys=SDWIS&fid=063502124
